uid,family,mode,freq,sym,n,rho_target,rho,level,conn_frac,k11,k22,k33,C11,C22,C33,C12,C13,C23,C44,C55,C66,E11,E22,E33,G23,G13,G12,nu12,nu13,nu23,Kbulk,porosity,spec_surf,K_perm,k_off_rel,C_coupling_rel,feasible,t_total,B11,B22,B33,D11,D22,D33,tie,builder
252,schwarz_p,network,133,tetragonal,48,0.11649,0.116573,-1.497315,0.11139,1.0071014662939269e-14,1.7618236939763442e-16,1.779913977932057e-16,4.902810451472337e-15,4.452633504449316e-17,4.79930888776056e-17,4.964096176324649e-17,1.7439883545926777e-17,8.1691980542474e-19,2.3919718739479804e-17,9.59386877575177e-17,9.935678696469584e-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.701250450692924e-16,0.883427,2.89002,0.016509762061454603,0.0002896058063380648,0.00022932138426626618,0,38.09,,,,,,,legacy,cpu
253,schwarz_p,network,133,tetragonal,48,0.15745,0.15833,-1.256685,0.11194,1.7181382179651273e-14,2.984484015763119e-16,2.9899876777784658e-16,8.46801092917016e-15,8.114696248914478e-17,8.798307682456796e-17,7.694533814668317e-17,2.8996248107101153e-17,8.550383063198113e-18,3.799600438784133e-17,1.5934588409590236e-16,1.6418964052018842e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.851249896797598e-16,0.84167,3.56467,0.009384624232858825,0.00043644234020381075,0.0003495128813850598,0,113.41,,,,,,,legacy,cpu
264,schwarz_p,network,223,tetragonal,48,0.12673,0.126736,-1.423953,0.08333,2.6007189184658308e-15,5.230218259678107e-16,1.9946044780846494e-16,1.0956816031016096e-15,1.0132735563226343e-16,4.827944559575581e-17,5.64060751411268e-17,1.2340993638244184e-17,-2.0155389465440988e-19,3.582921719414853e-17,8.785863954899112e-17,1.9612698056260578e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5359771489989578e-16,0.873264,2.9404,0.015404733849308322,0.0004333743371835235,0.00013085465087827661,0,17.17,,,,,,,legacy,cpu
265,schwarz_p,network,223,tetragonal,48,0.15951,0.15974,-1.232943,0.08355,4.1400595672288505e-15,7.505539573982976e-16,2.9029188346460273e-16,1.806530916500582e-15,1.570839429036809e-16,8.115007767990262e-17,8.091105276608374e-17,1.0883941204620551e-17,-7.845576133653791e-19,5.1838028226535796e-17,1.3088030296628406e-16,2.841272863878223e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.474206455332048e-16,0.84026,3.46565,0.009878739333091023,0.0006202169011748601,0.00019950190181680015,0,64.62,,,,,,,legacy,cpu
254,schwarz_p,network,133,tetragonal,48,0.18169,0.181821,-1.130101,0.1114,2.3878846866789553e-14,3.74390211023754e-16,3.756355468353638e-16,1.2085706434623173e-14,9.324131678490713e-17,1.0048493380218207e-16,9.892772644112579e-17,2.2069521949547128e-17,1.2065323385971922e-18,4.7512208573078273e-17,1.8797426885634357e-16,1.9972777770623841e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3915378051854225e-15,0.818179,3.98316,0.006904272001420891,0.00043737665805798436,0.0004013289378946675,0,110.63,,,,,,,legacy,cpu
255,schwarz_p,network,133,tetragonal,48,0.22783,0.22786458333333334,-0.9479422566081848,1.0,0.058911479970823556,0.03629864638166813,0.0362986463816681,0.05770515889300818,0.03206173818293602,0.032061738182936034,0.001256760155758982,0.0012567601557589778,0.001883760652454848,0.004941177342490719,0.0021288832730384693,0.0021288832730384857,0.05761210113022421,0.03192678954208861,0.031926789542088614,0.004941177342490719,0.0021288832730384693,0.0021288832730384857,0.037022880761107275,0.03702288076110712,0.05794994080836095,0.014513688576313985,0.772135,4.7976,0.004000026785823106,5.820177363183524e-16,1.7971725836206825e-14,1,144.3,2.030340,1.688952,1.688952,0.709165,0.641622,0.641622,legacy,cpu
246,schwarz_p,network,113,tetragonal,48,0.32888,0.32895688657407407,-0.5916043583196863,1.0,0.16607738505491887,0.16607738505492284,0.11634737377818953,0.16174907359148014,0.16174907359148014,0.10312451021184978,0.01712781821602368,0.012083393287608577,0.012083393287608525,0.010643197590257614,0.01064319759025704,0.02640183076084948,0.15879352160236437,0.1587935216023644,0.1014920087538034,0.010643197423073514,0.01064319742307294,0.02640182993196515,0.09799573507781706,0.10569041499141178,0.10569041499141123,0.05657909633081018,0.671043,4.11269,0.003572964641234373,2.893573899406491e-08,1.298452987185324e-05,1,207.75,1.402982,1.402982,1.418367,0.551483,0.551483,0.433922,legacy,cpu
247,schwarz_p,network,113,tetragonal,48,0.36685,0.3667534722222222,-0.4650786135750685,1.0,0.2080038326224838,0.2080038326224893,0.1450660746768595,0.20477609420615955,0.2047760942061601,0.13101969888009615,0.026219171548633076,0.018650017324479483,0.01865001732447946,0.01485570541133578,0.014855705411334826,0.035700514901106324,0.19937408225660308,0.1993740822566037,0.12800818134906064,0.01485570541133578,0.014855705411334826,0.035700514901106324,0.11658556436371842,0.12574975114535863,0.1257497511453584,0.07417892218751108,0.633247,4.2136,0.0028604964327173417,2.2336115385868655e-15,9.067793426938592e-15,1,216.76,1.292026,1.292026,1.403858,0.502307,0.502307,0.391066,legacy,cpu
244,schwarz_p,network,113,tetragonal,48,0.26252,0.2623245804398148,-0.8314696123025453,1.0,0.09221299762071528,0.09221299762071644,0.06292728772734811,0.08761272203516586,0.08761272203516539,0.05330862608018047,0.0055415663214875305,0.003668400100582318,0.003668400100582261,0.004630486464416581,0.004630486464416864,0.012602405969746702,0.08703980349636321,0.08703980349636277,0.05301970294811502,0.004630476401305315,0.0046304764013056,0.012602362950342259,0.06054232563686106,0.06464813791419874,0.06464813791419761,0.028254533688423997,0.737675,3.81623,0.0055126038311319805,0.00021416845017906483,0.0004430358529288317,1,207.75,1.661640,1.661640,1.472586,0.643508,0.643508,0.525802,legacy,cpu
245,schwarz_p,network,113,tetragonal,48,0.28709,0.28707320601851855,-0.7466545126867903,1.0,0.12388970281720955,0.12388970281721143,0.08655203230673246,0.11902554491506528,0.1190255449150649,0.07525288709415141,0.00983553396309918,0.006847693070655258,0.006847693070655188,0.006703015534096968,0.006703015534096985,0.017586950575652547,0.11768563410174117,0.11768563410174077,0.07452511192013378,0.006703015386034461,0.00670301538603448,0.017586945108235573,0.07780588285061904,0.08391576818756565,0.08391576818756465,0.040040646348122315,0.712927,3.94102,0.004666022096660974,0.00012723152298432694,0.000151634037146658,1,270.63,1.493858,1.493858,1.424674,0.606696,0.606696,0.497566,legacy,cpu
248,schwarz_p,network,113,tetragonal,48,0.39584,0.3958152488425926,-0.36047991100347365,1.0,0.23656526152600577,0.23656526152601287,0.16714093222883245,0.2348407503026582,0.2348407503026592,0.1527721136432009,0.03329852220940585,0.02405613294877456,0.024056132948774584,0.01885923930419936,0.018859239304197906,0.042558091949617814,0.22728361902647157,0.22728361902647257,0.14845571845454983,0.01885923901168307,0.01885923901168162,0.04255809163290498,0.12772208631220278,0.13735250784247124,0.13735250784247136,0.0872527989402698,0.604185,4.2757,0.002412816650073486,1.3962193936833362e-05,3.5253692766516166e-05,1,265.12,1.239084,1.239084,1.401438,0.466461,0.466461,0.363685,legacy,cpu
249,schwarz_p,network,113,tetragonal,48,0.42353,0.4236111111111111,-0.2688735734730866,1.0,0.26406379277557956,0.2640637927755882,0.19258577538349073,0.264016565082707,0.26401656508270843,0.1800435442686216,0.0410029666983147,0.030602104021681606,0.030602104021681682,0.023061953590637188,0.023061953590635138,0.05038762271383502,0.2538627383225904,0.2538627383225917,0.17390302752803372,0.023061953590637188,0.023061953590635138,0.05038762271383502,0.13832851521917253,0.14645879427055555,0.1464587942705559,0.10138789154637701,0.576389,4.31597,0.0020559819686227403,2.4095994517434773e-15,9.45079954503401e-15,1,234.74,1.201736,1.201736,1.362895,0.435036,0.435036,0.330399,legacy,cpu
256,schwarz_p,network,133,tetragonal,48,0.26462,0.2647117332175926,-0.8314696123025451,1.0,0.09002064346220612,0.0811786312898341,0.08086659053182099,0.08663877101118206,0.07330637167112243,0.07306122819420374,0.0042780989797520765,0.004262159202194669,0.007409580151579474,0.012008166688900064,0.00495314371375054,0.004956939111388319,0.08618228537984751,0.07238276039063775,0.07214213095081234,0.01200792183835841,0.004951552536174486,0.004955346865922057,0.053005539508056594,0.05295722648453179,0.09880947196395388,0.029434005282617852,0.735288,5.11454,0.003039417607774382,0.00017903398199477778,0.0013243414418621208,1,313.67,1.962511,1.507068,1.508248,0.657730,0.576500,0.576438,legacy,cpu
257,schwarz_p,network,133,tetragonal,48,0.30466,0.3046875,-0.682056013901011,1.0,0.14883798167122758,0.11551053547689129,0.11551053547689108,0.1462698905177302,0.10562872823429366,0.10562872823429369,0.010083843017219214,0.010083843017219148,0.013526498018824079,0.01856283156621536,0.008605735662166353,0.008605735662167427,0.14456314389496913,0.10336452938412251,0.10336452938412254,0.01856283156621536,0.008605735662166353,0.008605735662167427,0.08462778624412519,0.08462778624412448,0.12228041755672156,0.04721285723253805,0.695312,5.38935,0.0023147140034692395,6.6812883927885e-16,8.360808353749983e-15,1,176.21,1.509871,1.461215,1.461215,0.608518,0.517780,0.517780,legacy,cpu
266,schwarz_p,network,223,tetragonal,48,0.19093,0.190936,-1.083855,0.08335,5.9460269333971765e-15,9.986834046558366e-16,4.125673310413294e-16,2.642993511016142e-15,1.973120055554264e-16,1.463346313668034e-16,1.0083111565663549e-16,1.568302757342435e-17,-8.384872539579381e-19,7.266272246663294e-17,1.87733200277867e-16,3.835272173673935e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.5755460665450837e-16,0.809064,3.95892,0.0067581236863863536,0.0008129926721254952,0.0002729092901567862,0,70.57,,,,,,,legacy,cpu
267,schwarz_p,network,223,tetragonal,48,0.23351,0.23354311342592593,-0.9382536653846919,1.0,0.04949423292776156,0.0494942329277616,0.03033758967274749,0.0455861692963888,0.04558616929638843,0.026775730682314428,0.0016742641067039035,0.0010524873192266318,0.0010524873192266026,0.004021374245740725,0.004021374245740974,0.006428194614235951,0.045486255378165835,0.04548625537816547,0.026728853009920388,0.00402137422067053,0.00402137422067078,0.0064281945343846935,0.03585246829301952,0.03789823937911415,0.037898239379113026,0.013945171862822882,0.766457,4.59392,0.0042670420158798066,8.009875038436468e-08,8.789814677097826e-06,1,347.89,1.813388,1.813388,1.769665,0.679273,0.679273,0.630754,legacy,cpu
276,schwarz_p,network,123,orthorhombic,48,0.12107,0.121094,-1.462566,0.16667,1.0561449998143279e-14,4.1538072218126137e-16,1.8479529583054762e-16,5.062033490155662e-15,9.964570409963749e-17,5.0856908936366186e-17,5.079951625749994e-17,2.27719391501081e-17,1.1001926106100559e-18,3.3191683522101975e-17,1.0241499824788699e-16,1.9804322496308266e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9576437769201135e-16,0.878906,2.55411,0.02081503108127339,0.0002946514221362736,0.00021777686621236742,0,33.39,,,,,,,legacy,cpu
277,schwarz_p,network,123,orthorhombic,48,0.16019,0.160174,-1.245141,0.16682,1.744329514818631e-14,7.492016906128341e-16,2.9811727751530666e-16,8.349971241415288e-15,1.5937490071303162e-16,9.467277459802558e-17,1.333813876543889e-16,2.2850472534843276e-17,4.0499079996102175e-19,5.395027213121499e-17,1.5622030062931176e-16,3.702962991925287e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.908102909671923e-16,0.839826,3.0846,0.012450905355184741,0.001275494146961483,0.0006532512097044468,0,99.92,,,,,,,legacy,cpu
258,schwarz_p,network,133,tetragonal,48,0.32697,0.3270128038194444,-0.5916043583196864,1.0,0.1683180368668325,0.13719100826093242,0.13714615343327172,0.16625187017188855,0.12607113940750808,0.12606931027083276,0.013267066051727753,0.013259385251821514,0.01808982555350703,0.02469677310548451,0.010520577482683802,0.010529032480796948,0.16381133160229927,0.12269199553504866,0.12269140307883593,0.024696772779974417,0.010520576809878597,0.010529031449800734,0.09203824110178853,0.09196869520387749,0.136240860964969,0.056402763729371336,0.672987,5.51532,0.002004054132442174,0.00013743913403951286,5.349282973885745e-05,1,294.42,1.449030,1.431933,1.430692,0.574386,0.488749,0.488433,legacy,cpu
259,schwarz_p,network,133,tetragonal,48,0.36962,0.3695746527777778,-0.4642554930839401,1.0,0.2171351807824355,0.17414364083199724,0.17414364083199652,0.2172551432267748,0.1630668515784387,0.16306685157843848,0.021195519991967685,0.021195519991967535,0.027974112569963155,0.03454392846034132,0.01519253235407927,0.015192532354081868,0.21255196273632337,0.15683044200763807,0.15683044200763788,0.03454392846034132,0.015192532354063171,0.01519253235406577,0.11094751372539605,0.11094751372539512,0.1609094845415694,0.07601323905460541,0.630425,5.65307,0.0015680585409015256,1.783754307600123e-09,7.198402017635962e-08,1,329.82,1.278605,1.397350,1.397350,0.516345,0.438699,0.438699,legacy,cpu
262,schwarz_p,network,133,tetragonal,48,0.4665,0.4664894386574074,-0.12634914328703278,1.0,0.3261338422675757,0.26484852218305466,0.2648488027981711,0.3337221665389792,0.2577351174570245,0.25773469989289777,0.047160081022934786,0.04715838725832883,0.05590715751678248,0.0623439652122038,0.031117200277301988,0.031102173184936386,0.3195404204307363,0.24141256383898416,0.24141262259505017,0.06234396521194501,0.031117198540948195,0.031102173178564275,0.15036407303694102,0.15035599613208725,0.19613178586121197,0.12773813727611041,0.533511,5.84465,0.0008890820848737567,1.286424978624165e-05,7.204174177838033e-05,1,357.15,1.043828,1.281638,1.281830,0.396851,0.331506,0.331578,legacy,cpu
263,schwarz_p,network,133,tetragonal,48,0.5025,0.5026041666666666,0.017340407133076552,1.0,0.36929546520102274,0.2978818928068679,0.2978818928068661,0.382304385090675,0.2933062349241229,0.2933062349241228,0.05954481374132961,0.05954481374132936,0.06740050071764703,0.07279733978084106,0.04000003030285775,0.04000003030286169,0.36264528536701,0.2721366335204522,0.27213663352045214,0.07279733978084106,0.04000003030285775,0.04000003030286169,0.16507818639812052,0.16507818639811953,0.20464686067562035,0.14909967903772584,0.497396,5.85897,0.0007169590417242239,2.7076384928897224e-15,9.625667709084217e-15,1,240.47,0.965030,1.257984,1.257984,0.363720,0.293229,0.293229,legacy,cpu
250,schwarz_p,network,113,tetragonal,48,0.4736,0.47365089699074076,-0.09131473993566167,1.0,0.3191194857971733,0.3191194857971845,0.23498409563936748,0.32274809683420635,0.32274809683420863,0.2250309779339797,0.05871088451127414,0.044344152825355546,0.044344152825355754,0.03281375754979931,0.0328137575497966,0.06699235950052321,0.3060569387073416,0.3060569387073437,0.21472106786615264,0.03281375587069277,0.03281375587069006,0.06699235329146061,0.15914320949664376,0.16569755091452562,0.16569755091452648,0.12948061688070728,0.526349,4.3596,0.0015344708439921193,1.7997110633454675e-05,3.093908787637249e-05,1,316.96,1.112883,1.112883,1.342923,0.374696,0.374696,0.282182,legacy,cpu
251,schwarz_p,network,113,tetragonal,48,0.50916,0.5092230902777778,0.03904044570031245,1.0,0.35668945276417147,0.3566894527641845,0.2675729984050144,0.3643507923851528,0.3643507923851562,0.25995428084709254,0.07226320566010633,0.055422360486481345,0.05542236048648162,0.04145406373167632,0.04145406373167278,0.07966562962725243,0.3421701859218951,0.34217018592189824,0.24588401243242936,0.04145406265281212,0.04145406265280857,0.07966562854784155,0.17146434812600433,0.17664414360692557,0.17664414360692643,0.15054130209817113,0.490777,4.36419,0.001241294014279336,4.5496928058077584e-05,4.722019455901512e-05,1,374.53,1.063303,1.063303,1.323059,0.336442,0.336442,0.249116,legacy,cpu
260,schwarz_p,network,133,tetragonal,48,0.38693,0.3869357638888889,-0.4062545649189164,1.0,0.23700021664610088,0.19220206423318723,0.19220206423318636,0.2375172488069708,0.1821383784539488,0.18213837845394862,0.02573963698789941,0.02573963698789925,0.032435980627891686,0.0382003603403068,0.017830317948380858,0.017830317948383422,0.2313419051951557,0.17444836907701544,0.17444836907701528,0.038200359329942785,0.01783031494708975,0.017830314947092314,0.11995668641703862,0.11995668641703766,0.16530112578808706,0.085513834991361,0.613064,5.70332,0.0014167463248567027,1.7976237458338517e-05,9.933838393049032e-05,1,326.39,1.240236,1.340327,1.340327,0.500176,0.415850,0.415850,legacy,cpu
261,schwarz_p,network,133,tetragonal,48,0.42621,0.4261429398148148,-0.23413076771644092,1.0,0.27526308907078556,0.22628134408652467,0.22628134408652395,0.2782930273029334,0.21603206718487672,0.21603206718487672,0.03428320144781084,0.034283201447810725,0.04261544657235952,0.05019120102754544,0.0236577842952903,0.023657784295291952,0.2692046900726299,0.2048498007238545,0.20484980072385459,0.050191196499500344,0.0236577831049462,0.02365778310494785,0.1325479647008119,0.1325479647008112,0.18125819944775148,0.10363565117873878,0.573857,5.80858,0.00112021611235633,2.7292471414500815e-05,5.312986279884981e-05,1,353.3,1.172599,1.324778,1.324778,0.448238,0.375434,0.375434,legacy,cpu
288,schwarz_p,sheet,111,cubic,64,0.1098,0.10992431640625,0.19433017241227746,1.0,0.07179504709508414,0.07179504709508414,0.07179504709508415,0.041563903557725185,0.04156390355772514,0.041563903557725185,0.028884808246811337,0.0288848082468113,0.028884808246811333,0.019919229759810586,0.019919229759810572,0.01991922975981059,0.0178776749217792,0.017877674921779125,0.017877674921779205,0.019919229759810586,0.019919229759810572,0.01991922975981059,0.41001187256558835,0.4100118725655838,0.4100118725655863,0.03311117335044927,0.890076,4.67765,0.006445469635296012,6.43695066332214e-17,2.3761974500947673e-16,1,6.87,0.985552,0.985552,0.985552,0.543952,0.543952,0.543952,legacy,gpu
289,schwarz_p,sheet,111,cubic,32,0.15615,0.15618896484375,0.2819470226990327,1.0,0.10108885562426574,0.10108885562426558,0.10108885562426553,0.059301563157046495,0.05930156315704659,0.05930156315704642,0.03979282064440029,0.039792820644400324,0.03979282064440019,0.02836693774194055,0.02836693774194062,0.02836693774194062,0.027342749542286823,0.02734274954228705,0.027342749542286864,0.028366917249137907,0.02836691724913797,0.028366917249137976,0.40156490378257503,0.40156490378258036,0.4015649037825751,0.04629573481528235,0.843811,4.64909,0.005559420794800661,6.458554669860526e-05,0.00018255654337584454,1,34.21,0.998106,0.998106,0.998106,0.521102,0.521102,0.521102,legacy,cpu
290,schwarz_p,sheet,111,cubic,32,0.18266,0.182647705078125,0.30135190983943033,1.0,0.12067598701985843,0.12067598701985849,0.12065255284612918,0.07453765507474475,0.07453765507474482,0.07450751561532214,0.0472472626554367,0.04723813303385807,0.04723813303385785,0.03460676456114147,0.03460676456114171,0.03461459411854314,0.03787767849496772,0.037877678494968016,0.03786190535060343,0.03460675989438102,0.03460675989438126,0.03461458918916297,0.38794923598900743,0.38804321174425144,0.3880432117442454,0.05633665369012411,0.817352,4.64023,0.005072005300373024,0.0002373624499185454,0.00012625568881292367,1,34.5,0.983954,0.983954,0.984017,0.470570,0.470570,0.470547,legacy,cpu
291,schwarz_p,sheet,111,cubic,32,0.23309,0.2333984375,0.4122190108541861,1.0,0.15621011501862914,0.1562101150186289,0.15621011501862883,0.10037752631793041,0.10037752631793039,0.10037752631793007,0.061135227894563986,0.06113522789456395,0.061135227894563784,0.04687747386896296,0.046877473868963244,0.046877473868963244,0.054096152342931324,0.05409615234293147,0.054096152342931234,0.04687747386896296,0.046877473868963244,0.046877473868963244,0.37851641000518954,0.3785164100051917,0.3785164100051889,0.07421599403568603,0.766602,4.57748,0.004300173159579376,4.997469019529366e-16,2.650237153382104e-15,1,26.41,0.973857,0.973857,0.973857,0.417341,0.417341,0.417341,legacy,cpu
268,schwarz_p,network,223,tetragonal,48,0.2671,0.26718930844907407,-0.8166226174597042,1.0,0.09998292139220645,0.09998292139220663,0.07782712629708136,0.09354258350391581,0.09354258350391563,0.06892009561313371,0.006852410125933316,0.005463435601048989,0.005463435601048971,0.010818631700719773,0.010818631700719917,0.01402799614334447,0.09266691473129637,0.0926669147312962,0.06832546180643803,0.010818631700045928,0.010818631700046074,0.014027996141110922,0.06894370054932494,0.07380671906047344,0.07380671906047316,0.032395980586336415,0.732811,4.89489,0.003284884099344461,4.357581257941084e-06,2.255065809405036e-06,1,300.92,1.520273,1.520273,1.521828,0.624344,0.624344,0.579646,legacy,cpu
269,schwarz_p,network,223,tetragonal,48,0.29347,0.29347511574074076,-0.7362864221623251,1.0,0.12754215929946924,0.12754215929946977,0.1184128511669676,0.12180803098328488,0.12180803098328478,0.10707620606843075,0.011137189235346557,0.010727737624846263,0.010727737624846245,0.016037709632986508,0.016037709632986653,0.01833240683508907,0.11989459615518966,0.1198945961551896,0.10534490117266565,0.016037709000951087,0.016037709000951233,0.0183324066641976,0.08334408061078123,0.09183780575790382,0.0918378057579037,0.046208621889453176,0.706525,5.04241,0.002774193485008935,2.5562537820929027e-05,6.665902547633296e-05,1,303.45,1.421226,1.421226,1.368956,0.584151,0.584151,0.544809,legacy,cpu
278,schwarz_p,network,123,orthorhombic,48,0.18867,0.188639,-1.106905,0.16681,2.496656558680424e-14,8.681854814917141e-16,3.960324440392297e-16,1.2495327823455409e-14,2.194873590517683e-16,1.0133605269252043e-16,1.0331425193487792e-16,3.1263564299192723e-17,5.8234484026205e-19,6.957019499081049e-17,2.0787266496203772e-16,4.3287101551524813e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4540523952609291e-15,0.811361,3.48852,0.008777852202108275,0.0005770748452832103,0.00043806324006757035,0,107.73,,,,,,,legacy,cpu
279,schwarz_p,network,123,orthorhombic,48,0.22797,0.22791883680555555,-0.9409531753466599,1.0,0.05264411759017237,0.04148450529270128,0.03609257319522638,0.05040981759476165,0.03706867473514112,0.03085997982964392,0.0013765903619865944,0.0011194850509053424,0.0014675964444549913,0.003920858209445481,0.002140792954066435,0.003844062774524011,0.05032187407871446,0.03696411231942411,0.030779013873538263,0.003920814796435974,0.002140792951926603,0.0038440627706816735,0.035767337478219106,0.03457537082435743,0.04660341829453943,0.014029535097137839,0.772081,4.12469,0.005410479115795962,0.00010625695481194138,0.0007260510353963703,1,211.38,2.049628,1.735221,1.604198,0.708251,0.660585,0.622005,legacy,cpu
292,schwarz_p,sheet,111,cubic,32,0.26368,0.263916015625,0.4713967368259975,1.0,0.17793604435076693,0.17793604435076682,0.1780388887020495,0.11695127946922299,0.11695127946922308,0.11710128123832221,0.06936959692419845,0.06937768657022336,0.06937768657022314,0.053828091872507436,0.05382809187250771,0.053827940812171446,0.06531387084913427,0.06531387084913459,0.06543486528042565,0.05382778414309589,0.05382778414309616,0.053827617709757816,0.37266855113593483,0.3716668471848655,0.37166684718486187,0.08525042003400646,0.736084,4.53486,0.0038786872627303826,0.0012395598274527206,0.0009766659899314706,1,43.7,0.968711,0.968711,0.968526,0.393454,0.393454,0.394240,legacy,cpu
293,schwarz_p,sheet,111,cubic,32,0.29719,0.2972412109375,0.5096411277659858,1.0,0.20474563213877428,0.20474563213877456,0.20468118563262316,0.1422670345651607,0.14226703456516063,0.14221024606984986,0.07888456725352908,0.0789760974197464,0.07897609741974605,0.06255980514233708,0.06255980514233764,0.06252216808693004,0.08594159395318773,0.085941593953188,0.08580346150137598,0.06255979058840805,0.0625597905884086,0.06252215283965368,0.35592064108620675,0.3576878339757288,0.3576878339757249,0.10004642659846825,0.702759,4.50381,0.003422063069449818,0.00017096839861602495,0.00024997464769826387,1,45.35,0.948237,0.948237,0.948383,0.364041,0.364041,0.363420,legacy,cpu
270,schwarz_p,network,223,tetragonal,48,0.33797,0.3379991319444444,-0.5664008205742592,1.0,0.170199011592866,0.17019901159286716,0.1518016842758188,0.16390608780945376,0.1639060878094537,0.13816924503520825,0.018844790293571834,0.017693458331969537,0.01769345833196953,0.02390389868476816,0.02390389868476824,0.02794675662923421,0.15993984596893362,0.15993984596893354,0.13474317217047987,0.023903896297171306,0.02390389629717139,0.027946756626180867,0.10256745519065749,0.11492196867162037,0.11492196867162029,0.06382720384101528,0.662001,5.28046,0.002080948792646409,0.00013518446403561944,0.00010359112080664891,1,333.15,1.350520,1.350520,1.355553,0.527164,0.527164,0.473722,legacy,cpu
271,schwarz_p,network,223,tetragonal,48,0.35691,0.3569878472222222,-0.510208425518694,1.0,0.19074765737889632,0.19074765737889762,0.1704435220779405,0.18442338615058684,0.18442338615058687,0.1571147127891784,0.02368707052914811,0.022121960571487423,0.022121960571487416,0.028449981598573,0.028449981598573013,0.03225313641896281,0.17897429550820118,0.17897429550820118,0.15241162243306194,0.028449973859924822,0.028449973859924833,0.03225313559469183,0.1134654926336677,0.12482520251892419,0.12482520251892412,0.07353594093717757,0.643012,5.34111,0.0018639052710127315,5.569534955044983e-05,0.00020054410115426862,1,332.07,1.296502,1.296502,1.317392,0.500859,0.500859,0.462064,legacy,cpu
294,schwarz_p,sheet,111,cubic,32,0.33406,0.33392333984375,0.5890805709932652,1.0,0.23243782578705638,0.23243782578705655,0.23243782578705618,0.16640224478574958,0.16640224478574941,0.16640224478574894,0.08903391447667532,0.08903391447667518,0.08903391447667497,0.07295784635881065,0.07295784635881117,0.07295784635881122,0.10433555480538625,0.10433555480538631,0.10433555480538602,0.07295782710635665,0.07295782710635718,0.07295782710635723,0.34855638250084464,0.34855638250084503,0.34855638250084325,0.1148233579130332,0.666077,4.42942,0.003012372906925722,0.00030599027424464405,0.0001930191141296992,1,49.56,0.940249,0.940249,0.940249,0.324101,0.324101,0.324101,legacy,cpu
295,schwarz_p,sheet,111,cubic,32,0.37064,0.37115478515625,0.6343932841636459,1.0,0.2625019157606741,0.2625019157606749,0.26256448276876504,0.1958842033854593,0.1958842033854591,0.1960385858615947,0.0991883120228388,0.0992639407839638,0.0992639407839633,0.08359306513406017,0.08359306513406103,0.0835775168576353,0.1291835927966508,0.12918359279665104,0.12925247418080296,0.08359286893290181,0.08359286893290266,0.08357728722073149,0.33598022404837175,0.3362259043260681,0.3362259043260645,0.13147104220156053,0.628845,4.38072,0.0025916147787258936,0.0009030127920906767,0.0006526918669033511,1,53.05,0.924038,0.924038,0.923752,0.287499,0.287499,0.287402,legacy,cpu
296,schwarz_p,sheet,111,cubic,32,0.39253,0.392578125,0.6726376751036339,1.0,0.28201365412483687,0.2820136541248372,0.2820918086723914,0.21580524712014074,0.21580524712014043,0.2158988632250159,0.1072087108629278,0.10712756642138671,0.10712756642138634,0.09056753614408776,0.09056753614408854,0.09060725082487259,0.14468608900644234,0.1446860890064424,0.14484115626513125,0.09056753348603205,0.09056753348603284,0.09060724888355154,0.3323269230594841,0.33129488981759253,0.3312948898175901,0.14338189387518874,0.607422,4.33562,0.0023845121586824566,0.0001376422513556772,7.213780381801424e-05,1,53.65,0.906339,0.906339,0.906371,0.265112,0.265112,0.265750,legacy,cpu
297,schwarz_p,sheet,111,cubic,32,0.42617,0.42608642578125,0.7646727988073073,1.0,0.310130968026034,0.31013096802603396,0.3101154196336382,0.24583398475734553,0.2458339847573451,0.245793772117125,0.11729870589698788,0.11729620656870726,0.11729620656870698,0.10110913239597157,0.10110913239597222,0.10111354303537642,0.17005149245367002,0.17005149245366985,0.1700176133586029,0.10110913034951266,0.10110913034951333,0.1011135401242745,0.32299471202130536,0.3230763400637732,0.3230763400637718,0.16013821996673552,0.573914,4.20971,0.0021333627586366515,3.84324292971276e-05,4.591614092712465e-05,1,55.69,0.894859,0.894859,0.894888,0.232730,0.232730,0.232712,legacy,cpu
300,schwarz_p,sheet,222,cubic,128,0.11243,0.11413764953613281,0.19915771028240387,1.0,0.07451342094449614,0.07451342094449614,0.07451240439437207,0.04317409235436802,0.04317409235436797,0.043173326019086425,0.030015904837222045,0.03001536021148807,0.03001536021148811,0.020870532028254972,0.020870532028254955,0.0208712231698743,0.018554618338597697,0.018554618338597614,0.018554610802017722,0.02087053191142989,0.020870531911429867,0.02087122303477954,0.4101196170699509,0.4101021116965902,0.4101021116965926,0.034401640138690986,0.885862,9.3524,0.0015895820602886582,2.762663914205646e-05,2.6710471634154687e-05,1,74.85,0.985292,0.985292,0.985294,0.538885,0.538885,0.538886,legacy,gpu
