uid,D11,D22,D33,max_offdiag,phi,seconds
589,0.761363,0.760247,0.761363,3.195e-04,0.849915,0.54
606,0.540189,0.540189,0.394008,2.848e-16,0.662109,0.19
607,0.516548,0.516548,0.358329,1.452e-04,0.640991,0.40
602,0.724893,0.724893,0.628655,1.105e-05,0.810120,0.53
603,0.670348,0.670375,0.549889,7.438e-05,0.768188,0.64
604,0.630341,0.630341,0.506076,3.107e-06,0.740051,0.56
605,0.594973,0.594973,0.462126,2.671e-04,0.709167,0.62
572,0.505611,0.298552,0.140194,6.945e-05,0.595152,5.51
573,0.470759,0.279135,0.129484,2.843e-05,0.563477,4.77
608,0.468600,0.468600,0.326624,8.783e-05,0.600708,0.46
609,0.433412,0.433421,0.283672,9.070e-06,0.565338,0.47
610,0.409268,0.409268,0.245636,4.533e-05,0.540405,0.42
611,0.365523,0.365523,0.211027,4.579e-07,0.497803,0.41
614,0.750370,0.654606,0.654606,1.433e-05,0.808624,0.49
615,0.708917,0.617001,0.617001,1.047e-04,0.781616,0.55
618,0.583546,0.440987,0.440980,4.353e-05,0.663849,0.42
619,0.554749,0.417336,0.417336,3.361e-17,0.644531,0.21
616,0.666853,0.556611,0.556715,5.206e-06,0.743927,0.55
617,0.607707,0.494145,0.494145,5.343e-05,0.695587,0.56
620,0.498644,0.367155,0.367094,5.047e-05,0.596771,0.44
621,0.474360,0.344410,0.344399,9.146e-05,0.572540,0.40
613,0.788251,0.722244,0.722307,3.533e-05,0.841583,0.77
622,0.447447,0.303958,0.303951,1.631e-04,0.540161,0.45
623,0.412844,0.256321,0.256321,2.971e-07,0.499023,0.40
574,0.439784,0.257009,0.118496,5.620e-05,0.533610,4.72
575,0.414855,0.239903,0.109675,1.034e-04,0.507876,4.48
637,0.803625,0.696666,0.696661,6.166e-05,0.842819,3.94
626,0.734832,0.734803,0.556467,1.594e-05,0.810511,4.04
627,0.693298,0.693286,0.512960,7.684e-06,0.781078,3.74
625,0.767220,0.767220,0.620819,1.018e-04,0.835115,3.91
628,0.637848,0.637848,0.438846,1.324e-05,0.736509,3.48
629,0.614106,0.614084,0.400194,6.005e-05,0.717330,3.55
630,0.555452,0.555450,0.336258,3.053e-05,0.668177,3.41
631,0.520955,0.520942,0.298075,4.963e-05,0.637632,3.28
634,0.405411,0.405411,0.177240,4.714e-05,0.527959,2.41
635,0.367418,0.367417,0.153172,7.098e-05,0.490334,2.38
632,0.472605,0.472600,0.247447,4.492e-05,0.593397,3.26
633,0.440790,0.440770,0.216286,3.990e-05,0.562346,3.19
638,0.760132,0.624910,0.624910,2.145e-06,0.806053,3.52
639,0.717146,0.563311,0.563330,2.753e-04,0.771973,3.51
644,0.534639,0.344858,0.344858,2.223e-06,0.606337,2.85
645,0.500841,0.300660,0.300660,1.732e-05,0.572329,3.05
640,0.673906,0.511025,0.511356,1.391e-04,0.735451,3.71
641,0.638358,0.466585,0.466347,1.288e-04,0.704933,3.50
642,0.599899,0.411906,0.411906,1.932e-05,0.664695,3.26
643,0.571171,0.374184,0.374170,1.107e-04,0.639404,3.45
646,0.466378,0.245964,0.245964,2.376e-05,0.530707,2.68
647,0.439045,0.223996,0.223996,5.501e-05,0.503382,2.51
652,0.630587,0.630587,0.564723,5.795e-05,0.747233,3.53
653,0.592707,0.592737,0.520420,5.770e-05,0.716390,3.36
650,0.706374,0.706374,0.644534,8.891e-06,0.802951,3.79
651,0.668712,0.668670,0.612392,9.657e-06,0.776548,3.57
672,0.546261,0.546261,0.546261,5.245e-04,0.880425,0.66
673,0.520015,0.520015,0.520015,5.232e-05,0.851687,0.60
649,0.780750,0.780788,0.728974,2.679e-04,0.850586,3.77
674,0.475390,0.475390,0.475390,4.795e-06,0.800415,0.58
675,0.451886,0.451886,0.451886,1.146e-04,0.776978,0.56
654,0.551216,0.551149,0.466475,1.248e-05,0.679272,3.52
655,0.507685,0.507685,0.412470,8.153e-04,0.642723,3.28
662,0.749000,0.669861,0.594577,2.186e-05,0.803196,4.08
663,0.713107,0.615583,0.555738,7.394e-17,0.776042,1.27
676,0.418825,0.418825,0.418825,1.469e-05,0.733765,0.69
677,0.396570,0.396570,0.396570,1.120e-04,0.707581,0.55
678,0.359251,0.359251,0.359251,3.277e-07,0.661621,0.54
679,0.350267,0.350289,0.350267,6.540e-06,0.648743,0.71
680,0.323556,0.323556,0.323556,5.557e-05,0.608704,0.51
681,0.284240,0.284240,0.284240,3.617e-05,0.557800,0.38
656,0.466429,0.466439,0.370680,1.042e-04,0.606653,2.92
657,0.411413,0.411413,0.330247,8.016e-05,0.557473,2.83
666,0.606579,0.494572,0.407881,1.682e-16,0.683160,1.05
667,0.569049,0.440851,0.361068,5.043e-05,0.645689,3.31
682,0.264245,0.264245,0.264194,2.162e-04,0.536621,0.42
683,0.248300,0.248340,0.248300,3.312e-05,0.509949,0.56
661,0.804525,0.747176,0.692600,4.749e-17,0.850694,1.32
684,0.514836,0.514834,0.514834,1.691e-04,0.847735,0.57
685,0.506734,0.506736,0.506732,4.890e-04,0.837417,0.58
686,0.479069,0.479069,0.479072,6.110e-04,0.804634,0.61
687,0.453261,0.453261,0.453261,4.123e-04,0.774986,0.53
688,0.419946,0.419946,0.419945,3.668e-04,0.733388,0.59
689,0.395969,0.395971,0.395973,6.650e-04,0.707797,0.57
668,0.514525,0.381163,0.296836,5.307e-17,0.595486,0.93
669,0.479813,0.348633,0.265685,2.123e-05,0.561180,3.11
690,0.369424,0.369429,0.369456,1.005e-04,0.675289,0.67
691,0.346901,0.346911,0.346899,2.827e-03,0.643459,0.73
658,0.402126,0.402118,0.306496,3.704e-04,0.544768,2.67
659,0.348455,0.348455,0.245372,1.443e-04,0.492676,2.23
692,0.309612,0.309612,0.309612,4.613e-04,0.593987,0.38
693,0.292906,0.293077,0.293070,6.287e-04,0.574646,0.61
694,0.275581,0.275537,0.275728,2.082e-04,0.540680,0.67
695,0.238900,0.238900,0.238893,1.439e-04,0.496399,0.45
698,0.524004,0.524004,0.346068,3.287e-06,0.800063,0.64
699,0.504881,0.504881,0.329806,2.838e-17,0.778250,0.26
696,0.605938,0.605938,0.411142,1.735e-04,0.888279,0.53
697,0.556238,0.556238,0.371056,6.558e-06,0.834961,0.64
664,0.680844,0.578933,0.510403,9.156e-06,0.748445,3.68
665,0.633811,0.524898,0.441244,2.234e-05,0.706037,3.48
702,0.405401,0.405401,0.256284,6.234e-17,0.668945,0.32
703,0.393230,0.393230,0.235800,1.566e-04,0.648010,0.68
700,0.467171,0.467171,0.300452,7.515e-08,0.735596,0.67
701,0.430749,0.430790,0.291208,1.256e-06,0.704498,0.84
704,0.353690,0.353690,0.220360,1.105e-04,0.602173,0.47
705,0.320564,0.320564,0.196809,2.837e-05,0.563171,0.53
709,0.627360,0.440726,0.440726,6.615e-05,0.849809,0.53
706,0.300996,0.300971,0.174381,3.623e-05,0.537354,0.45
707,0.275385,0.275367,0.156674,3.986e-05,0.503265,0.66
710,0.587443,0.405977,0.405977,9.068e-04,0.807075,0.67
711,0.550222,0.371918,0.371918,6.953e-05,0.765125,0.68
712,0.533464,0.359171,0.359171,7.980e-05,0.748500,0.68
713,0.489700,0.324078,0.324078,5.354e-04,0.702393,0.71
718,0.351468,0.210821,0.210824,1.471e-07,0.540161,0.50
719,0.324981,0.180805,0.180805,2.753e-08,0.497437,0.40
714,0.459450,0.302992,0.302992,1.046e-06,0.668900,0.58
715,0.414912,0.273902,0.273902,3.160e-04,0.628204,0.60
716,0.401235,0.255215,0.255215,1.175e-04,0.600769,0.52
717,0.379467,0.243670,0.243670,4.301e-05,0.577942,0.62
670,0.457121,0.310935,0.229664,3.032e-05,0.533845,2.74
671,0.422624,0.278719,0.198548,6.602e-05,0.498291,3.45
722,0.545306,0.545306,0.289530,8.083e-17,0.806087,1.81
723,0.526331,0.526331,0.272842,7.546e-17,0.784722,1.70
724,0.495086,0.495086,0.253476,1.194e-05,0.751469,5.98
725,0.445778,0.445778,0.221368,7.487e-17,0.697989,2.21
734,0.632587,0.369369,0.369369,7.499e-06,0.816002,3.41
735,0.603963,0.346114,0.346114,2.437e-05,0.785652,4.12
720,0.609946,0.609946,0.334599,1.429e-04,0.874001,4.40
721,0.592255,0.592255,0.321713,2.917e-04,0.856061,4.66
736,0.560853,0.312726,0.312726,2.758e-05,0.740103,3.43
737,0.531532,0.290210,0.290209,1.578e-03,0.708102,5.25
726,0.419996,0.419991,0.212403,6.825e-05,0.667761,6.14
727,0.402829,0.402838,0.200274,2.773e-05,0.647425,5.96
744,0.578624,0.578624,0.463357,2.839e-05,0.880066,3.75
745,0.556405,0.556405,0.441745,3.562e-17,0.855835,1.13
728,0.378491,0.378491,0.179868,4.000e-05,0.614764,4.14
729,0.344515,0.344515,0.162240,2.997e-05,0.576678,4.11
730,0.310335,0.310335,0.141905,6.978e-06,0.533655,3.12
731,0.294448,0.294441,0.131506,1.862e-05,0.510046,4.48
738,0.502795,0.268863,0.268863,4.560e-06,0.678063,4.66
739,0.461468,0.246469,0.246458,2.183e-04,0.641683,6.02
740,0.431010,0.223752,0.223752,8.039e-05,0.601816,4.52
741,0.415713,0.202472,0.202477,2.418e-05,0.578261,4.51
732,0.683621,0.411461,0.411461,6.575e-05,0.869194,4.02
733,0.667535,0.398058,0.398058,5.055e-05,0.852852,4.14
746,0.514375,0.514375,0.403758,1.693e-04,0.808533,4.19
747,0.492380,0.492380,0.384048,1.816e-05,0.783356,4.06
748,0.462670,0.462670,0.359263,5.201e-04,0.749134,4.30
749,0.419733,0.419733,0.323831,3.261e-05,0.700835,4.89
742,0.376200,0.175609,0.175603,9.717e-05,0.529514,4.74
743,0.354801,0.157643,0.157643,3.012e-05,0.496148,3.65
750,0.395323,0.395323,0.301993,8.824e-05,0.671000,4.00
751,0.362628,0.362623,0.283677,4.976e-05,0.635028,3.60
775,0.490279,0.490279,0.490443,5.930e-05,0.632507,0.37
760,0.533938,0.366006,0.284452,5.372e-17,0.730187,4.52
761,0.492536,0.341093,0.270776,3.773e-17,0.697917,1.26
752,0.333920,0.333916,0.247390,3.817e-06,0.598967,3.39
753,0.308394,0.308402,0.221953,6.819e-06,0.562102,3.46
776,0.452714,0.452714,0.452714,4.262e-05,0.604919,0.36
777,0.366989,0.366989,0.366989,3.609e-04,0.558594,0.35
778,0.324978,0.324978,0.324963,4.676e-06,0.525879,0.37
779,0.280367,0.280367,0.280367,8.370e-17,0.497070,0.23
754,0.276020,0.276018,0.199121,9.601e-05,0.524920,3.30
755,0.258059,0.258064,0.185818,5.420e-05,0.498544,2.92
756,0.671236,0.488374,0.388019,1.254e-04,0.875397,3.93
757,0.650617,0.470177,0.371597,6.682e-05,0.854218,4.07
787,0.527419,0.527419,0.527419,1.200e-04,0.646484,0.47
758,0.602502,0.425699,0.334268,2.076e-05,0.803458,4.51
759,0.568906,0.396916,0.308149,8.688e-05,0.767253,5.01
788,0.433811,0.433811,0.433811,2.734e-05,0.599609,0.40
789,0.380459,0.380459,0.380431,8.679e-05,0.564331,0.43
790,0.287248,0.287248,0.287248,2.951e-04,0.523438,0.46
791,0.255666,0.255666,0.255726,8.793e-05,0.496094,0.48
800,0.488647,0.488647,0.408545,2.667e-16,0.613281,0.24
801,0.401425,0.401425,0.311895,2.798e-05,0.564209,0.36
799,0.532573,0.532573,0.458472,5.891e-05,0.642639,0.53
802,0.356001,0.356001,0.276396,1.743e-16,0.539062,0.33
803,0.317935,0.317935,0.243793,2.039e-05,0.510620,0.42
812,0.503939,0.430775,0.430776,1.725e-06,0.609619,0.46
813,0.422649,0.338475,0.337751,8.337e-09,0.560303,0.39
814,0.337299,0.303938,0.303925,1.138e-05,0.533936,0.47
815,0.304095,0.260491,0.260584,7.213e-06,0.506775,0.34
811,0.548671,0.482778,0.482733,5.597e-05,0.635010,0.41
762,0.477749,0.330146,0.250101,2.141e-06,0.677346,4.89
763,0.450199,0.299346,0.231143,4.876e-06,0.641086,4.57
764,0.425924,0.276433,0.206998,5.950e-05,0.608652,4.48
765,0.391683,0.243012,0.187641,9.904e-06,0.567175,4.16
766,0.355854,0.221189,0.161188,8.288e-07,0.531765,3.39
767,0.320770,0.200877,0.144702,6.855e-05,0.490822,3.08
835,0.562205,0.478256,0.478256,1.115e-16,0.636068,1.05
826,0.349454,0.349454,0.233130,2.649e-17,0.526042,1.72
827,0.296290,0.296290,0.171032,1.836e-06,0.490325,2.46
847,0.494833,0.494833,0.451560,3.632e-17,0.628472,0.97
824,0.479005,0.479005,0.339036,5.723e-07,0.599682,2.98
825,0.429172,0.429172,0.286469,4.749e-17,0.572193,1.67
864,0.456963,0.456963,0.456963,6.848e-05,0.886013,0.68
865,0.373320,0.373320,0.373320,1.466e-05,0.849906,0.63
823,0.533262,0.533262,0.415349,1.099e-05,0.634657,3.19
866,0.336153,0.336153,0.336153,1.155e-03,0.813965,0.83
867,0.370139,0.370139,0.370146,1.726e-05,0.786011,0.71
868,0.331286,0.331286,0.331289,1.922e-05,0.745850,0.62
869,0.266479,0.266479,0.266479,6.843e-05,0.709412,0.66
836,0.513393,0.407870,0.407870,1.009e-05,0.606400,3.00
837,0.450366,0.330178,0.330178,7.936e-17,0.567708,0.91
870,0.129214,0.129214,0.129214,3.810e-17,0.662476,0.32
871,0.056322,0.056322,0.056322,2.539e-17,0.649292,0.28
838,0.345834,0.279278,0.279278,4.085e-04,0.526548,2.25
839,0.309187,0.215665,0.215665,3.650e-07,0.488345,2.54
872,0.000000,0.000000,0.000000,4.465e-15,0.601196,0.58
873,0.000000,0.000000,0.000000,3.242e-15,0.564148,0.41
874,0.000000,0.000000,0.000000,2.096e-15,0.533752,0.38
875,0.000000,0.000000,0.000000,6.628e-16,0.496033,0.36
876,0.518300,0.518300,0.518300,4.622e-06,0.876587,0.60
877,0.485569,0.485569,0.485580,1.601e-05,0.851349,0.57
882,0.175480,0.175480,0.177668,7.653e-04,0.672241,0.71
883,0.251102,0.251102,0.251102,3.106e-17,0.636047,0.25
878,0.419444,0.419444,0.419444,1.922e-04,0.815972,0.62
879,0.330395,0.330395,0.330395,1.932e-04,0.782145,0.57
880,0.239638,0.239638,0.239638,6.394e-04,0.745750,0.52
881,0.143379,0.143379,0.143379,5.657e-04,0.712000,0.61
859,0.550537,0.492952,0.459110,6.635e-17,0.636719,1.16
884,0.112138,0.112138,0.112136,3.058e-05,0.593384,0.55
885,0.111699,0.111699,0.111699,6.635e-07,0.565857,0.49
886,0.110624,0.110624,0.110624,1.280e-06,0.535553,0.44
887,0.108419,0.108419,0.108407,4.850e-05,0.508789,0.43
890,0.325186,0.325186,0.181163,3.773e-16,0.800813,0.25
891,0.361396,0.361396,0.184571,1.298e-06,0.776588,0.57
888,0.532094,0.532094,0.325099,2.751e-06,0.879259,0.62
889,0.432097,0.432097,0.251096,6.818e-05,0.837529,0.65
860,0.501911,0.444206,0.387774,7.015e-17,0.608073,1.13
861,0.439195,0.384370,0.319506,8.446e-17,0.569010,1.14
892,0.214630,0.214630,0.113461,3.637e-05,0.744263,0.70
893,0.419909,0.419909,0.209694,2.441e-17,0.710938,0.27
894,0.213109,0.213109,0.071245,2.344e-17,0.662842,0.30
895,0.153003,0.153003,0.047453,3.072e-06,0.632935,0.63
896,0.113474,0.113474,0.033575,1.142e-03,0.596008,0.63
897,0.000000,0.000000,0.000000,3.225e-15,0.565430,0.36
848,0.447704,0.447704,0.373511,1.278e-08,0.594184,2.04
849,0.412705,0.412705,0.357764,1.469e-05,0.574689,2.74
862,0.377302,0.314621,0.266935,6.137e-17,0.530816,0.90
863,0.333574,0.273717,0.217271,7.129e-17,0.503038,0.86
898,0.000000,0.000000,0.000000,1.610e-15,0.527954,0.50
899,0.000000,0.000000,0.000000,6.393e-16,0.505249,0.56
906,0.459095,0.279513,0.279513,2.917e-17,0.668701,0.33
907,0.400368,0.199789,0.199789,5.226e-17,0.642578,0.24
902,0.479291,0.290782,0.290782,3.227e-04,0.816551,0.74
903,0.391557,0.222183,0.222183,2.033e-03,0.772125,0.65
904,0.375843,0.190148,0.190148,1.213e-05,0.731689,0.66
905,0.267190,0.131228,0.131228,6.962e-04,0.704102,0.72
850,0.368868,0.368868,0.303565,9.646e-06,0.541323,2.98
851,0.289897,0.289897,0.241172,3.852e-06,0.497541,2.49
908,0.188017,0.061255,0.061255,3.844e-07,0.600098,0.60
909,0.184980,0.060695,0.060695,3.859e-07,0.568604,0.59
910,0.036628,0.009639,0.009639,5.610e-08,0.525299,0.58
911,0.000000,0.000000,0.000000,1.453e-16,0.505615,0.46
900,0.657148,0.455770,0.455770,1.006e-05,0.883655,0.58
901,0.570376,0.370667,0.370667,8.302e-05,0.841652,0.61
918,0.231079,0.231079,0.053282,9.746e-17,0.669271,1.59
919,0.182521,0.182521,0.028911,4.069e-17,0.642650,1.80
912,0.587296,0.587296,0.271925,3.751e-17,0.879532,2.98
913,0.498449,0.498449,0.210883,3.196e-04,0.844057,4.42
932,0.240506,0.041787,0.041787,1.196e-05,0.607096,5.34
933,0.128997,0.018212,0.018212,4.894e-17,0.563802,0.82
914,0.386535,0.386535,0.147644,2.291e-05,0.804145,4.71
915,0.298135,0.298135,0.116629,7.719e-06,0.785265,4.68
916,0.439583,0.439583,0.141883,3.460e-06,0.735116,4.92
917,0.327821,0.327821,0.090958,2.033e-08,0.710214,5.99
928,0.432023,0.168052,0.168052,2.440e-04,0.747884,3.81
929,0.344858,0.122364,0.122364,1.016e-03,0.717448,4.70
922,0.000000,0.000000,0.000000,1.966e-15,0.526874,2.72
923,0.000000,0.000000,0.000000,1.056e-14,0.494737,3.58
920,0.000000,0.000000,0.000000,1.653e-14,0.594437,4.65
921,0.000000,0.000000,0.000000,1.302e-14,0.577691,4.54
934,0.052810,0.006436,0.006437,4.464e-08,0.545537,6.32
935,0.000000,0.000000,0.000000,3.002e-15,0.499231,3.99
926,0.518327,0.245362,0.245362,2.436e-04,0.809380,4.31
927,0.439714,0.187866,0.187866,2.026e-04,0.772208,4.23
930,0.492231,0.237271,0.237276,2.397e-06,0.669162,4.19
931,0.441761,0.148016,0.148016,4.255e-17,0.639820,1.72
936,0.609910,0.609910,0.488554,1.115e-05,0.874695,3.93
937,0.481328,0.481328,0.358529,2.313e-05,0.844147,4.20
924,0.737812,0.485685,0.485685,1.371e-04,0.874062,4.22
925,0.649301,0.354373,0.354373,2.496e-04,0.840828,3.98
961,0.745298,0.745298,0.745293,3.808e-05,0.839661,0.54
938,0.365630,0.365630,0.259314,1.492e-04,0.808167,4.45
939,0.285202,0.285202,0.192792,1.615e-05,0.769042,4.01
946,0.018986,0.018986,0.008607,4.207e-17,0.541667,0.77
947,0.000000,0.000000,0.000000,1.858e-15,0.499711,3.21
940,0.256358,0.256358,0.167242,3.051e-04,0.738715,3.81
941,0.190688,0.190688,0.111299,1.352e-04,0.700750,4.31
942,0.340224,0.340224,0.217049,7.983e-04,0.665129,4.44
943,0.295326,0.295326,0.177848,1.810e-03,0.650029,4.43
962,0.695192,0.695179,0.695209,1.211e-04,0.809021,0.53
963,0.651624,0.651624,0.651624,1.043e-04,0.777557,0.49
958,0.000000,0.000000,0.000000,6.495e-16,0.535590,2.01
959,0.000000,0.000000,0.000000,4.175e-15,0.492188,1.60
944,0.099422,0.099422,0.048344,7.476e-04,0.608615,4.62
945,0.052640,0.052640,0.024599,8.506e-07,0.577836,4.04
954,0.444158,0.253519,0.156643,4.495e-04,0.682111,4.29
955,0.249200,0.089615,0.043763,4.331e-17,0.632812,1.55
964,0.594590,0.594582,0.594564,1.898e-04,0.737305,0.51
965,0.546956,0.546956,0.546956,9.082e-05,0.698181,0.45
966,0.510147,0.510113,0.510133,4.596e-05,0.670380,0.42
967,0.475715,0.475715,0.475715,4.430e-05,0.641876,0.45
968,0.421410,0.421410,0.421410,9.001e-05,0.594757,0.46
969,0.390008,0.390008,0.390008,1.762e-16,0.564453,0.39
956,0.143541,0.043969,0.020606,1.555e-07,0.600288,5.09
957,0.036333,0.009546,0.004299,4.353e-17,0.571181,0.84
973,0.782610,0.782684,0.782773,8.543e-04,0.853699,0.62
970,0.369227,0.369206,0.369194,1.030e-04,0.544312,0.40
971,0.326388,0.326405,0.326357,8.390e-05,0.499329,0.38
952,0.271085,0.162973,0.106518,1.055e-09,0.746094,4.15
953,0.495546,0.307680,0.212389,3.743e-17,0.697428,1.92
950,0.475271,0.304009,0.206693,1.204e-04,0.803070,4.83
951,0.378828,0.219921,0.145343,7.253e-06,0.767470,4.40
978,0.528483,0.528552,0.528580,5.985e-04,0.682373,0.55
979,0.491065,0.491075,0.491100,1.235e-03,0.648529,0.63
976,0.620089,0.620070,0.620093,5.375e-04,0.747742,0.44
977,0.566169,0.566208,0.566338,8.265e-04,0.712555,0.52
974,0.715050,0.715050,0.715162,1.246e-03,0.806671,0.52
975,0.657371,0.657360,0.657350,6.181e-04,0.772400,0.59
980,0.423013,0.422971,0.423041,1.468e-03,0.592926,0.49
981,0.389008,0.388858,0.389046,3.139e-03,0.564880,0.43
982,0.366774,0.366767,0.366789,6.038e-04,0.539764,0.44
983,0.309082,0.309075,0.309036,2.031e-04,0.488617,0.41
948,0.707159,0.544734,0.412407,7.725e-05,0.881241,4.14
949,0.542048,0.362305,0.254796,5.846e-05,0.839081,3.48
988,0.645295,0.645295,0.466919,8.110e-17,0.737305,0.59
989,0.619327,0.619799,0.429670,1.314e-04,0.715637,0.49
986,0.736476,0.736476,0.601129,1.950e-04,0.808289,0.69
987,0.710109,0.710109,0.545643,2.769e-16,0.787109,0.52
997,0.804702,0.728625,0.728698,5.969e-05,0.843292,0.60
990,0.559573,0.559573,0.364766,1.108e-16,0.666016,0.48
991,0.535270,0.535302,0.340497,6.657e-05,0.643311,0.48
985,0.783095,0.783076,0.663877,1.204e-04,0.840118,0.60
992,0.488702,0.488748,0.295901,4.847e-05,0.604919,0.47
993,0.458310,0.458171,0.271956,4.344e-05,0.577423,0.52
998,0.763123,0.667179,0.667179,1.212e-04,0.810547,0.57
999,0.709593,0.599867,0.599867,1.544e-16,0.767578,0.49
994,0.417938,0.417894,0.233646,4.207e-05,0.538971,0.52
995,0.372711,0.372673,0.209216,7.582e-05,0.497467,0.50
1000,0.684049,0.551213,0.551216,2.531e-05,0.743896,0.67
1001,0.628219,0.491721,0.491721,7.546e-17,0.699219,0.52
1002,0.594244,0.445975,0.446164,1.320e-03,0.665619,0.48
1003,0.548044,0.397142,0.397147,4.436e-05,0.626831,0.48
1004,0.516754,0.365637,0.365637,1.178e-04,0.594482,0.55
1005,0.488787,0.340456,0.340496,5.693e-04,0.572906,0.48
1006,0.453838,0.301348,0.301343,2.769e-05,0.536957,0.50
1007,0.421798,0.276681,0.276681,8.927e-05,0.509033,0.56
1024,0.713352,0.533978,0.533934,2.958e-04,0.750506,3.55
1025,0.670853,0.479049,0.479013,3.644e-05,0.712339,3.56
1010,0.761097,0.761029,0.497352,3.043e-05,0.812211,4.24
1011,0.709456,0.709459,0.416943,9.486e-05,0.769378,4.51
1012,0.680341,0.680364,0.383054,3.218e-04,0.745615,3.80
1013,0.634552,0.634552,0.322633,2.720e-16,0.706163,3.68
1022,0.777200,0.636936,0.636894,2.465e-05,0.806333,3.68
1023,0.730824,0.556198,0.555915,3.145e-04,0.765797,3.55
1026,0.624392,0.406861,0.406833,1.257e-04,0.667435,3.37
1027,0.585147,0.369637,0.369609,7.058e-05,0.632614,3.44
1028,0.554250,0.327276,0.327405,1.002e-04,0.601255,3.27
1029,0.522583,0.302413,0.302614,4.168e-05,0.572139,3.16
1018,0.435507,0.435498,0.155829,4.150e-05,0.528944,3.07
1019,0.407162,0.407123,0.139491,7.136e-06,0.503210,2.87
1014,0.607325,0.607536,0.289049,4.682e-06,0.682210,3.62
1015,0.559265,0.559249,0.244679,2.199e-04,0.640688,3.29
1016,0.526924,0.526924,0.215950,3.071e-16,0.612413,3.22
1017,0.477854,0.477854,0.179537,3.738e-16,0.568576,3.15
1030,0.490755,0.266184,0.266123,3.004e-04,0.540690,2.88
1031,0.438986,0.226297,0.226290,5.815e-05,0.494918,2.83
1033,0.788306,0.788306,0.738863,2.415e-04,0.850694,3.69
1009,0.803356,0.803339,0.584821,1.422e-05,0.843813,4.02
1056,0.536816,0.536816,0.536816,5.698e-05,0.867905,0.66
1057,0.521705,0.521705,0.521705,7.322e-05,0.850739,0.66
1034,0.725697,0.725733,0.658262,5.382e-05,0.810881,3.75
1035,0.695775,0.695832,0.620037,4.521e-04,0.787589,3.67
1036,0.634852,0.634852,0.535943,6.765e-17,0.746528,2.96
1037,0.598544,0.598621,0.485554,3.643e-05,0.715585,3.37
1058,0.493716,0.493716,0.493716,1.220e-04,0.819372,0.63
1059,0.459853,0.459853,0.459853,1.312e-06,0.781062,0.64
1060,0.422327,0.422327,0.422327,2.945e-05,0.737183,0.65
1061,0.392085,0.392086,0.392081,1.261e-04,0.698997,0.73
1038,0.555167,0.555168,0.452631,3.168e-04,0.680990,3.37
1039,0.493651,0.493660,0.385992,4.343e-04,0.627342,3.00
1062,0.374023,0.374023,0.374023,1.722e-04,0.676392,0.70
1063,0.353834,0.353866,0.353846,3.133e-05,0.641876,0.73
1040,0.456445,0.456424,0.353210,1.681e-04,0.596128,3.06
1041,0.435420,0.435500,0.328174,3.371e-04,0.576009,2.89
1064,0.316282,0.316331,0.316331,3.130e-05,0.609650,0.69
1065,0.294582,0.294582,0.294582,9.070e-05,0.579468,0.73
1042,0.400856,0.400861,0.287450,8.081e-05,0.543638,2.75
1043,0.352314,0.352357,0.265540,7.105e-05,0.503897,2.68
1066,0.252398,0.252552,0.252587,9.350e-05,0.527954,0.57
1067,0.228414,0.228440,0.228334,2.538e-05,0.490540,0.58
1072,0.433514,0.433514,0.433515,2.637e-04,0.750309,0.61
1073,0.396969,0.396969,0.396969,4.336e-04,0.704715,0.61
1076,0.312874,0.312872,0.312872,5.063e-17,0.601648,0.18
1077,0.291342,0.291344,0.291344,1.233e-04,0.571715,0.56
1074,0.369737,0.369737,0.369737,2.193e-04,0.671101,0.57
1075,0.330717,0.330717,0.330717,1.374e-03,0.626917,0.67
1070,0.479198,0.479198,0.479198,1.956e-04,0.804932,0.63
1071,0.455950,0.455950,0.455950,1.352e-04,0.777832,0.59
1046,0.770288,0.692698,0.596341,1.129e-16,0.808160,3.72
1047,0.733702,0.642742,0.523924,1.280e-05,0.775761,3.96
1048,0.689505,0.586311,0.456250,4.221e-05,0.739357,3.90
1049,0.659104,0.544316,0.415296,1.470e-04,0.710214,4.58
1078,0.261623,0.261620,0.261615,1.335e-03,0.537107,0.67
1079,0.226979,0.226991,0.226987,1.287e-03,0.488556,0.63
1082,0.570747,0.570747,0.285366,1.795e-16,0.804756,0.29
1083,0.542248,0.542248,0.266678,2.834e-04,0.774599,0.68
1084,0.520030,0.520030,0.254159,3.096e-04,0.752315,0.65
1085,0.481784,0.481784,0.231683,5.159e-05,0.711625,0.78
1052,0.538290,0.414551,0.285455,3.601e-16,0.601562,3.36
1053,0.496802,0.372764,0.243107,3.774e-16,0.562500,3.04
1050,0.607919,0.484992,0.356925,3.002e-16,0.663194,3.54
1051,0.582338,0.456959,0.327435,1.197e-05,0.639648,3.64
1086,0.444181,0.444181,0.209497,7.669e-05,0.670750,0.72
1087,0.419053,0.419043,0.193968,3.712e-05,0.643524,0.72
1080,0.649534,0.649534,0.354017,2.790e-05,0.880798,0.59
1081,0.602002,0.602002,0.305425,2.674e-05,0.837158,0.62
1088,0.384438,0.384438,0.174996,1.708e-05,0.605225,0.68
1089,0.350964,0.350716,0.161042,6.305e-05,0.559540,0.94
1090,0.321353,0.321234,0.144132,5.002e-05,0.532806,0.71
1091,0.286741,0.286667,0.122982,7.013e-05,0.498535,0.75
1094,0.640140,0.380071,0.380071,5.071e-05,0.803101,0.57
